Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities
"Sano Bharyang Brand New Home : House For Sale In Sano Bharyang, Kathmandu","Na, Sano Bharyang, Kathmandu",Kathmandu,235000000,5,5,3.0,1,East,2076.0,650,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,3 months ago,['Garage']
"Budhanilkantha Mandikatar : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,27600000,7,6,3.0,1,East,2076.0,832,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,3 months ago,"['Garage', 'Store Room', 'Parking']"
"Brand New House At Dhungedhara, Banasthali, 300 Meter From Ring Road : House For Sale In Banasthali, Kathmandu","Dhungedhara, Banasthali, Banasthali, Kathmandu",Kathmandu,22500000,4,3,2.0,1,East,2076.0,805,0-3-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,3 months ago,"['Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Drainage', 'Water Tank', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet']"
"House For Sale In Banasthali, Kathmandu","Prakritik Chowk, Banasthali, Kathmandu",Kathmandu,39500000,5,6,3.0,5,North,2074.0,11.4K,0-5-3-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,"['Air Condition', 'Backyard', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']"
"Modern Designed : House For Sale In Imadol, Lalitpur","Nearby Cozy Homes, Imadol, Lalitpur",Lalitpur,19500000,5,3,2.5,1,East,2076.0,710,0-3-1-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,1900 Sq. Feet,1 month ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']"
"House For Sale In Imadol, Lalitpur","Sanagaun Height, Imadol, Lalitpur",Lalitpur,22000000,5,3,2.5,1,West,2076.0,157,0-3-2-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,2100 Sq. Feet,1 month ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Electricity Backup', 'Parking', 'Store Room']"
"House For Sale In Imadol, Lalitpur","Sanagaun Height, Imadol, Lalitpur",Lalitpur,21500000,4,3,2.5,1,East,2076.0,161,0-4-0-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,2500 Sq. Feet,1 month ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Parking', 'Store Room']"
"House For Sale In Budhanilkantha, Kathmandu","Srijana Tole, Budhanilkantha, Kathmandu",Kathmandu,25500000,7,5,3.0,1,East,2076.0,365,5 Aana,20 Feet / Gravelled,20 Feet , Gravelled,2600 Sq. Feet,7 months ago,"['Water Supply', 'Drainage', 'Garage']"
"Brand New House At Sano Bharayang, Swayambhu, 500 Meter From Ring Road : House For Sale In Swayambhu, Kathmandu","Sano Bharayang, Swayambhu, Swayambhu, Kathmandu",Kathmandu,23500000,0,3,2.0,1,East,2076.0,192,0-3-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Backyard', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet']"
"Banasthali Dhungedhara Home : House For Sale In Dhungedhara, Kathmandu","Na, Dhungedhara, Kathmandu",Kathmandu,240,5,5,3.0,1,East,2076.0,523,3 Aana,14 Feet / Gravelled,14 Feet , Gravelled,N/A Aana,3 months ago,['Garage']
"Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,70000000,6,7,3.0,10,East,2068.0,177,22 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,3 months ago,"['Parking', 'Garage']"
"Chabahil Bageswori Homes : House For Sale In Chabahil, Kathmandu","Na, Chabahil, Kathmandu",Kathmandu,500000000,5,5,3.0,2,East,2075.0,650,4.5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,3 months ago,"['Balcony', 'Garage']"
"Siddarthcolony Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,160000000,10,10,4.0,5,East,2076.0,360,21 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,3 months ago,['Parking']
"17 Anna 5 BHK New Bungalow Sale At Budhanilkantha Near Park Village : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha Near Park Village., Budhanilkantha, Kathmandu",Kathmandu,60000000,5,5,2.0,0,East,2075.0,581,0-17-0- Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']"
"Brand New Semi Bungalow In 33 Feet Road, Beside Deuba Residence, Deuba Chowk, Budhanilkantha. : House For Sale In Budhanilkantha, Kathmandu","Beside Deuba House, Rudreshwor, Budhanilkantha, Kathmandu",Kathmandu,34500000,6,4,3.0,2,East,2076.0,459,0-6-0-0 Aana,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Aana,3 months ago,"['Garage', 'Lawn', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Intercom', 'Internet']"
"9 Anna Brand New Bungalow For Sale At Budhanilkantha, Taulung. : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Taulung., Budhanilkantha, Kathmandu",Kathmandu,38000000,0,3,2.0,3,East,2076.0,476,0-9-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet']"
"Beautiful House On Rent : Office Space For Rent In Khusibu, Kathmandu","medical chowk, Khusibu, Kathmandu",Kathmandu,370000,17,17,4.0,0,North East,2076.0,348,6 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,"['Water Tank', 'Balcony']"
"2.5 Storey New : House For Sale In Gothatar, Kathmandu","Buddhachwok, Gothatar, Kathmandu",Kathmandu,18500000,3,3,2.5,1,East,2075.0,10.6K,0-3-0-0 Aana,14 Feet / Gravelled,14 Feet , Gravelled,1026 Aana,4 months ago,"['Lawn', 'Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']"
"Akasedharama Naya Ghar : House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu",Kathmandu,17000000,4,5,3.0,1,West,2076.0,1.2K,3 Aana,16 Feet / Gravelled,16 Feet , Gravelled,N/A Aana,4 months ago,['Garage']
"Budhanilkantha Mandikatar Height Home : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,32500000,8,6,3.0,1,South East,2076.0,862,4 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,"['Drainage', 'Water Supply', 'Solar Water', 'Store Room']"
"House For Sale In Mid Baneshwor, Kathmandu","Katyayani Temple, Mid Baneshwor, Kathmandu",Kathmandu,50000000,7,4,2.0,1,South East,2076.0,1.5K,0-7-0-0 Aana,10 Feet / Concrete,10 Feet , Concrete,1000 Sq. Feet,7 months ago,"['Lawn', 'Balcony', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Well', 'Electricity Backup', 'Parking', 'Store Room']"
"Modern Newly Residential Home At Balaju, Boharatar, Kathmandu : House For Sale In Balaju, Kathmandu","Boharatar, Balaju, Kathmandu",Kathmandu,25000000,7,5,4.0,1,North,2019.0,1.1K,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,2.75 Aana,7 months ago,"['Garage', 'Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking']"
"House For Sale In Syuchatar, Kathmandu","Syuchatar, Syuchatar, Kathmandu",Kathmandu,16500000,0,0,2.0,0,South East,2076.0,935,0-3-0-1 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,7 months ago,"['Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']"
"East Facing 5.5 Anna Brand New House For Sale At Baluwatar : House For Sale In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,60000000,7,4,4.0,4,East,2076.0,448,0-5.5-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Cafeteria', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']"
"Baluwatar Luxury Home : House For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,60000000,5,6,4.0,4,East,2076.0,254,5.5 Aana,13 Feet / Paved,13 Feet , Paved,N/A Aana,3 months ago,['Garage']
"Flat For Rent In Jhamsikhel, Lalitpur","jhamsihel (near British school), Jhamsikhel, Lalitpur",Lalitpur,35000,2,2,3.0,2,East,2074.0,301,6 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,4 Sq. Feet,1 month ago,"['Parking', 'Water Supply', 'Garden', 'Solar Water', 'Balcony']"
"Flat System House For Sale At Ghattekulo Kathmandu. : House For Sale In Ghattekulo, Kathmandu","Ghattekulo, Ghattekulo, Kathmandu",Kathmandu,100000000,8,9,4.0,4,South,2065.0,1.5K,0-13-2-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,4500 Sq. Feet,7 months ago,[]
"BUDHANILKANTHA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,65000000,5,5,3.0,3,South East,2075.0,951,15 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Aana,7 months ago,"['Modular Kitchen', 'Drainage', 'Wifi', 'Water Supply', 'Solar Water', 'Balcony', 'Backyard', 'Garden', 'Frontyard']"
"HEPALI GOLFUTAR HOME : House For Sale In Golfutar, Kathmandu","NA, Golfutar, Kathmandu",Kathmandu,56000000,6,6,3.0,3,East,2074.0,1.4K,10 Aana,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,3600 Sq. Feet,7 months ago,"['Drainage', 'Water Supply', 'Solar Water', 'Wifi', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Air Condition']"
"CHAPALI , BUDHANILKANTHA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,44500000,6,5,3.0,3,South East,2076.0,933,8.1 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,7 months ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Solar Water', 'Drainage', 'Wifi', 'Balcony']"
"Flat For Rent In Jorpati, Kathmandu","Chamunda Road Besigaun, Jorpati, Kathmandu",Kathmandu,50000,6,3,2.0,3,East,2018.0,4.7K,0-6-2-0 Aana,10 Feet / Paved,10 Feet , Paved,0-3-0-0 Aana,7 months ago,"['Garage', 'Balcony', 'Fencing', 'Frontyard', 'Washing Machine', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup']"
"Office Space For Rent At Imadol Prime Area : Flat For Rent In Mahalaxmi Nagarpalika, Lalitpur","Imadol Mahalaxmi 1, Mahalaxmi Nagarpalika, Lalitpur",Lalitpur,35000,0,0,5.0,2,East,2013.0,106,9 Aana,72 Feet / Blacktopped,72 Feet , Blacktopped,5 Aana,1 month ago,"['Parking', 'Balcony', 'Garage', 'Fencing', 'Drainage', 'Water Supply', 'Water Well', 'Water Tank', 'CCTV', 'Electricity Backup']"
"Budhanilkantha 21 Ana Bungalow On Rent : House For Rent In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,250000,6,7,3.0,6,South East,2070.0,354,21 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,1 month ago,"['Parking', 'Garage', 'Air Condition', 'Backyard', 'Deck', 'Balcony', 'Frontyard', 'Fencing', 'Garden', 'Modular Kitchen', 'Microwave', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank']"
"Commercial Space For Rent : Office Space For Rent In Sorakhutte, Kathmandu","Nearby NCC Bank , Link Road, Sorakhutte, Kathmandu",Kathmandu,60000,0,2,4.5,5,North,2076.0,655,850 Sq. Feet,20 Meter / Blacktopped,20 Meter , Blacktopped,850 Sq. Feet,1 month ago,"['Lawn', 'Drainage', 'Parking']"
"Flat For Rent In Imadol, Lalitpur","Sitapakha, Imadol, Lalitpur",Lalitpur,25000,2,2,3.0,1,West,2076.0,666,1085 Sq. Feet,13 Feet / Concrete,13 Feet , Concrete,N/A Sq. Feet,1 month ago,"['Lawn', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']"
"House For Sale Satdobato Only Land Cost! : House For Sale In Satdobato, Lalitpur","Khumaltar Height, Satdobato, Lalitpur",Lalitpur,70000000,3,3,2.0,4,East,2050.0,896,0-10-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,2000 Sq. Feet,7 months ago,[]
"Tempting Brand New Modern Bungalow For Sale In Maharajgunj : House For Sale In Maharajgunj, Kathmandu","Maharajgunj, Maharajgunj, Kathmandu",Kathmandu,62500000,5,6,2.0,5,East,2019.0,410,0-6.5-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,7 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'CCTV', 'Water Supply', 'Electricity Backup', 'Internet']"
"Flat On Rent : Flat For Rent In Pasikot, Kathmandu","Shree ram chowk,, Pasikot, Kathmandu",Kathmandu,20000,2,1,3.0,2,South,2018.0,854,0-6-0-0 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,0-3-0-0 Aana,7 months ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Tank', 'Water Well', 'Parking']"
"SUNDARBASTI HOME : House For Sale In Bhangal, Kathmandu","Sundarbasti, Bhangal, Kathmandu",Kathmandu,21500000,5,5,3.0,1,East,2076.0,814,3.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,7 months ago,[]
"Mandikatar House In Sell : House For Sale In Mandikatar, Kathmandu","House, Mandikatar, Kathmandu",Kathmandu,27800000,6,3,3.0,2,East,2019.0,3.9K,5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,4 Aana,7 months ago,['Air Condition']
"Urgent House On Sale : House For Sale In Pepsicola, Kathmandu","Harharmahadev, Pepsicola, Kathmandu",Kathmandu,13500000,4,3,3.0,1,South East,2019.0,5.5K,2.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,2.5 Aana,6 months ago,"['Water Tank', 'Water Well', 'Parking']"
"House For Sale In Bharatpur, Chitwan","Bhojad, Bharatpur, Chitwan",Chitwan,7500000,2,1,1.0,2,East,2072.0,731,6 Dhur,6 Meter / Blacktopped,6 Meter , Blacktopped,N/A Sq. Feet,6 months ago,"['Lawn', 'Garden', 'TV Cable', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']"
"House For Sale In Kapan, Kathmandu","Adhikari mod, Aakase dhara, Kapan, Kathmandu",Kathmandu,32500000,6,5,3.0,5,East,2076.0,736,0-7-0-0 Sq. Feet,12 Feet / Blacktopped,12 Feet , Blacktopped,0-4-5-0 Sq. Feet,6 months ago,"['Garage', 'Balcony', 'Garden', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']"
"Balkot House For Rent : House For Rent In Balkot, Bhaktapur","27.6845464, Balkot, Bhaktapur",Bhaktapur,85000,0,0,3.0,0,East,2019.0,521,12 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,8 Aana,6 months ago,[]
"Budhanilkantha Family Bungalow : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,29800000,5,5,3.0,2,East,2076.0,641,4 Aana,15 Feet / Paved,15 Feet , Paved,N/A Aana,4 months ago,"['Balcony', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Solar Water', 'Water Tank', 'Water Well', 'Store Room']"
"Beautiful Semi Bungalow For Sale : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,33500000,5,5,3.0,1,North West,2076.0,837,5.5 ana Aana,14 Feet / Gravelled,14 Feet , Gravelled,N/A Aana,4 months ago,"['Garage', 'Balcony', 'Drainage', 'Solar Water', 'Water Tank', 'Water Well']"
"House For Sale At Bhangal Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Sundar Basti Bhangal, Budhanilkantha, Kathmandu",Kathmandu,29900000,7,6,3.0,2,South West,2019.0,472,5 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,2700 Sq. Feet,4 months ago,"['Balcony', 'Backyard', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'Store Room']"
"New Homes At Basundhara Chauki : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,49000000,6,6,3.0,2,South,2074.0,498,5.3 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,4 months ago,[]
"Brand New : House For Sale In Buddhanagar, Kathmandu","buddhanagar, Buddhanagar, Kathmandu",Kathmandu,29900000,5,3,2.5,1,South,2076.0,4.6K,0-3-0-0 Aana,10 Feet / Concrete,10 Feet , Concrete,N/A Aana,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']"
"House For Sale In Chakupat, Lalitpur","dathulan road house, Chakupat, Lalitpur",Lalitpur,8700000,0,2,3.0,0,South,2060.0,555,1 Aana,1 Feet / Concrete,1 Feet , Concrete,1 Aana,3 months ago,"['Wifi', 'TV Cable', 'Store Room']"
"One And Half Storied : House For Sale In Tikathali, Lalitpur","nearby Pawan prakriti school., Tikathali, Lalitpur",Lalitpur,15000000,2,1,1.5,1,North East,2076.0,5.2K,0-4-0-2 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,3 months ago,"['Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Tank', 'Water Well', 'Parking']"
"One And Half Storied : House For Sale In Tikathali, Lalitpur","Panityanki, Tikathali, Lalitpur",Lalitpur,11000000,2,1,1.5,1,East,2076.0,2.1K,0-3-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,3 months ago,"['Fencing', 'Drainage', 'Water Tank', 'Water Well', 'Parking']"
"House At Sale : House For Sale In Hetauda, Makwanpur","Manahari, Hetauda, Makwanpur",Makwanpur,20000000,4,4,2.0,4,East,2019.0,502,0-4-0-0 / 322 Aana,14 Feet / Paved,14 Feet , Paved,0-4-0-0 / 322 Aana,3 months ago,"['Lawn', 'Air Condition', 'Balcony']"
"House For Rent In Kupondole : House For Rent In Kupondole, Lalitpur","kupondole, lalitpur, Kupondole, Lalitpur",Lalitpur,400000,0,5,5.0,3,North,2001.0,589,9 Aana,1 Meter / Gravelled,1 Meter , Gravelled,16 Aana,3 months ago,"['Garage', 'Balcony', 'Garden', 'Frontyard', 'Water Well']"
"Sundarbasti 4 Ana Home : House For Sale In Bhangal, Kathmandu","Na, Bhangal, Kathmandu",Kathmandu,23000000,5,5,3.0,1,West,2073.0,199,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,3 months ago,['Garage']
"House For Sale In Samakhusi Inside Ring Road In High End Colony : Flat For Sale In Samakhusi, Kathmandu","Samakhusi Inside Ring Road, Samakhusi, Kathmandu",Kathmandu,24500000,0,3,2.0,1,East,2074.0,206,0-3-0-0 Aana,16 Feet / Gravelled,16 Feet , Gravelled,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Drainage', 'Electricity Backup', 'Water Supply', 'Modular Kitchen', 'Fencing', 'Intercom', 'Internet', 'Frontyard', 'Garage', 'Air Condition', 'Garden', 'Water Tank', 'Kids Playground', 'Backyard', 'Wifi', 'CCTV']"
"House For Rent : House For Rent In Lekhnath, Pokhara","Baral danda Marga, Lekhnath, Pokhara",Pokhara,30000,3,2,2.0,3,East,2010.0,154,3 ropani Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Garden', 'Washing Machine', 'Water Tank', 'Store Room', 'Internet']"
"Sukedhra Ektabasti House In Sell : House For Sale In Ekatabasti, Kathmandu","House, Ekatabasti, Kathmandu",Kathmandu,27500000,7,0,3.0,2,East,2019.0,2.1K,4.5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,3.5 Aana,6 months ago,['Air Condition']
"House For Sale In Golfutar, Kathmandu","Golfutar, Golfutar, Kathmandu",Kathmandu,18000000,6,4,3.0,2,East,2019.0,1.6K,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,2 Aana,6 months ago,['Air Condition']
"Modern Bungalow : House For Sale In Kusunti, Lalitpur","kusunti, Kusunti, Lalitpur",Lalitpur,38500000,4,4,3.0,3,North West,2019.0,34.5K,0-5-2-2 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,2200 Sq. Feet,6 months ago,"['Lawn', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Water Tank', 'Water Well']"
"House For Sale In Greenhill City, Mulpani, Kathmandu","638, Greenhill city, Mulpani, Kathmandu",Kathmandu,35000000,4,4,4.0,1,East,2019.0,861,4 Aana,22 Feet / Blacktopped,22 Feet , Blacktopped,3 Aana,6 months ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Maintenance']"
"5 Bhk 4.2 Anna Modern Brand New Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,31000000,4,4,2.0,1,East,2076.0,679,0-4.2-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,6 months ago,"['Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Deck', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Well']"
"Brand New House For Sale At Sukedhara In 18 Feet Road, Near Main Road : House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,32500000,4,4,2.0,1,East,2076.0,324,0-3.3-0-0 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,N/A Aana,6 months ago,"['Garage', 'Backyard', 'Frontyard', 'Fencing', 'Balcony', 'Modular Kitchen', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Tank']"
"3.1 Anna New House For Sale At Mandikatar, 1 Km From Dhumbarahi Chowk. : House For Sale In Mandikatar, Kathmandu","Mandikatar, Mandikatar, Kathmandu",Kathmandu,20000000,4,4,3.0,1,East,2074.0,1.3K,0-3.1-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,6 months ago,"['Garage', 'Backyard', 'Fencing', 'Water Supply', 'Water Tank', 'Wifi']"
